Date,Max,Min,Avg,Rainfall
20-Nov-11,31.0,18,24.5,-
21-Nov-11,32.0,20,26.0,-
22-Nov-11,33.0,19,26.0,-
23-Nov-11,33.0,20,26.5,-
24-Nov-11,32.0,19,25.5,-
25-Nov-11,34.0,20,27.0,-
26-Nov-11,32.0,19,25.5,-
27-Nov-11,33.0,20,26.5,-
28-Nov-11,31.0,17,24.0,-
29-Nov-11,30.0,19,24.5,-
30-Nov-11,30.0,17,23.5,-
1-Dec-11,29.0,17.0,23.0,-
2-Dec-11,31.0,18.0,24.5,-
3-Dec-11,32.0,18.0,25.0,-
4-Dec-11,32.0,19.5,25.8,-
5-Dec-11,28.0,17.5,22.8,-
6-Dec-11,29.0,18.5,23.8,-
7-Dec-11,30.5,18.5,24.5,-
8-Dec-11,31.5,19.0,25.3,-
9-Dec-11,32.0,18.0,25.0,-
10-Dec-11,32.0,17.5,24.8,-
11-Dec-11,32.0,16.5,24.3,-
12-Dec-11,31.0,16.0,23.5,-
13-Dec-11,30.0,16.5,23.3,-
14-Dec-11,28.0,14.0,21.0,-
15-Dec-11,28.0,15.0,21.5,-
16-Dec-11,29.0,13.0,21.0,-
17-Dec-11,28.0,13.0,20.5,-
18-Dec-11,27.0,13.0,20.0,-
19-Dec-11,27.0,14.0,20.5,-
20-Dec-11,25.5,13.0,19.3,-
21-Dec-11,25.0,12.5,18.8,-
22-Dec-11,25.0,13.0,19.0,-
23-Dec-11,24.0,14.0,19.0,-
24-Dec-11,20.0,15.0,17.5,-
25-Dec-11,21.0,14.0,17.5,-
26-Dec-11,26.0,16.0,21.0,-
27-Dec-11,31.0,19.0,25.0,-
28-Dec-11,30.0,20.0,25.0,-
29-Dec-11,31.0,20.0,25.5,-
30-Dec-11,31.0,19.0,25.0,-
31-Dec-11,31.0,18.4,24.7,-
1-Jan-12,32,18,25,-
2-Jan-12,31,19,25,-
3-Jan-12,29,16,22.5,-
4-Jan-12,29,17,23,-
5-Jan-12,29,18.5,23.75,-
6-Jan-12,29,16,22.5,-
7-Jan-12,28.5,16.5,22.5,-
8-Jan-12,28,13,20.5,-
9-Jan-12,28.5,15.5,22,-
10-Jan-12,33,16,24.5,-
11-Jan-12,29,16,22.5,-
12-Jan-12,30,15.5,22.75,-
13-Jan-12,27,14,20.5,-
14-Jan-12,24,12,18,-
15-Jan-12,24,11,17.5,-
16-Jan-12,26,13,19.5,-
17-Jan-12,26,14,20,-
18-Jan-12,28,16,22,-
19-Jan-12,29,14,21.5,-
20-Jan-12,30,15,22.5,-
21-Jan-12,30,16,23,-
22-Jan-12,28,15,21.5,-
23-Jan-12,27,13,20,-
24-Jan-12,27,14,20.5,-
25-Jan-12,28,15,21.5,-
26-Jan-12,28,14,21,-
27-Jan-12,27.5,15.5,21.5,-
28-Jan-12,29,16.5,22.75,-
29-Jan-12,29,14.5,21.75,-
30-Jan-12,29,14,21.5,-
31-Jan-12,29.5,16,22.75,-
1-Feb-12,30.5,14.5,22.5,-
2-Feb-12,30.5,14.5,22.5,-
3-Feb-12,30.5,13,21.75,-
4-Feb-12,30.5,13,21.75,-
5-Feb-12,31.5,16,23.75,-
6-Feb-12,32,18,25,-
7-Feb-12,32,18,25,-
8-Feb-12,32,17,24.5,-
9-Feb-12,32.5,17,24.75,-
10-Feb-12,32.5,17,24.75,-
11-Feb-12,32,17,24.5,-
12-Feb-12,31.5,20,25.75,-
13-Feb-12,30,14,22,-
14-Feb-12,32,14,23,-
15-Feb-12,32,14,23,-
16-Feb-12,33,18.5,25.75,-
17-Feb-12,33,19.5,26.25,-
18-Feb-12,33,20,26.5,-
19-Feb-12,33,20.2,26.6,-
20-Feb-12,33,18.5,25.75,-
21-Feb-12,31.5,17,24.25,-
22-Feb-12,32,19,25.5,-
23-Feb-12,33,19.5,26.25,-
24-Feb-12,33,19,26,-
25-Feb-12,30,21,25.5,-
26-Feb-12,31,19,25,-
27-Feb-12,30,19,24.5,-
28-Feb-12,31,19,25,-
29-Feb-12,34,21,27.5,15
1-Mar-12,30,19,24.5,-
2-Mar-12,32,19,25.5,-
3-Mar-12,31,20,25.5,-
4-Mar-12,32,20,26,-
5-Mar-12,32,19.5,25.75,-
6-Mar-12,32,19,25.5,-
7-Mar-12,34,22,28,-
8-Mar-12,33.5,20.5,27,-
9-Mar-12,34,21,27.5,-
10-Mar-12,34.5,20,27.25,-
11-Mar-12,34,20,27,-
12-Mar-12,35,20,27.5,-
13-Mar-12,36,19.6,27.8,-
14-Mar-12,34,22,28,-
15-Mar-12,36,21,28.5,-
16-Mar-12,35,22,28.5,-
17-Mar-12,34,19,26.5,-
18-Mar-12,36,21,28.5,-
19-Mar-12,33,20,26.5,-
20-Mar-12,35,19,27,-
21-Mar-12,34,24,29,-
22-Mar-12,35,22,28.5,-
23-Mar-12,34.5,22.5,28.5,-
24-Mar-12,34,23.5,28.75,-
25-Mar-12,34,22.5,28.25,-
26-Mar-12,34,21,27.5,-
27-Mar-12,35,22,28.5,-
28-Mar-12,36,22,29,-
29-Mar-12,36.5,24,30.25,-
30-Mar-12,35,22.5,28.75,-
31-Mar-12,36,24,30,-
1-Apr-12,37,24,30.5,-
2-Apr-12,38,24,31,-
3-Apr-12,25.5,24.5,25,-
4-Apr-12,35.5,25,30.25,-
5-Apr-12,35,25,30,-
6-Apr-12,35,24,29.5,-
7-Apr-12,33,21,27,-
8-Apr-12,35,19,27,4
9-Apr-12,34,19,26.5,34
10-Apr-12,30,20,25,7
11-Apr-12,34,18,26,27
12-Apr-12,34,24,29,-
13-Apr-12,34.5,24,29.25,-
14-Apr-12,34.75,24,29.375,-
15-Apr-12,35,24,29.5,-
16-Apr-12,36,24,30,-
17-Apr-12,35,25,30,-
18-Apr-12,36,26,31,-
19-Apr-12,35,25,30,-
20-Apr-12,36,23,29.5,-
21-Apr-12,36,26,31,2
22-Apr-12,34,26,30,-
23-Apr-12,35,26,30.5,-
24-Apr-12,34,26,30,-
25-Apr-12,35,26,30.5,-
26-Apr-12,36,27,31.5,-
27-Apr-12,35,27,31,-
28-Apr-12,35,26,30.5,-
29-Apr-12,30,22,26,21
30-Apr-12,32,21,26.5,-
1-May-12,33,21,27,-
2-May-12,29,20,24.5,-
3-May-12,34,19,26.5,-
4-May-12,35,24,29.5,-
5-May-12,32.5,24.5,28.5,-
6-May-12,35,24.5,29.75,-
7-May-12,36,24,30,-
8-May-12,36,26,31,4
9-May-12,35,25,30,45
10-May-12,34,25,29.5,29
11-May-12,35,25,30,5
12-May-12,35,26,30.5,-
13-May-12,36,26,31,-
14-May-12,32,24,28,-
15-May-12,34,27,30.5,-
16-May-12,36,23,29.5,4
17-May-12,32,23,27.5,-
18-May-12,35,24.5,29.75,-
19-May-12,37,27,32,-
20-May-12,35,21,28,43
21-May-12,34,20,27,10
22-May-12,35,26,30.5,-
23-May-12,34,28,31,-
24-May-12,36,27,31.5,-
25-May-12,36,25.5,30.75,-
26-May-12,36.5,27,31.75,-
27-May-12,36.5,27,31.75,-
28-May-12,36,27,31.5,-
29-May-12,34,25,29.5,-
30-May-12,36,24,30,12
31-May-12,36,26,31,-
1-Jun-12,34,25,29.5,27
2-Jun-12,30,24,27,25
3-Jun-12,30,22,26,3
4-Jun-12,33,22,27.5,-
5-Jun-12,34,22,28,55
6-Jun-12,30,21,25.5,16
7-Jun-12,34,22,28,-
8-Jun-12,35,22,28.5,2
9-Jun-12,35,22,28.5,-
10-Jun-12,34,25,29.5,-
11-Jun-12,31,25,28,13
12-Jun-12,35,26,30.5,-
13-Jun-12,35,27,31,-
14-Jun-12,34,24,29,-
15-Jun-12,31.5,25.5,28.5,12
16-Jun-12,31,22,26.5,-
17-Jun-12,31.5,22,26.75,31
18-Jun-12,32,25,28.5,54
19-Jun-12,33,25,29,-
20-Jun-12,34,24,29,-
21-Jun-12,34,25,29.5,1
22-Jun-12,33,25,29,-
23-Jun-12,31,25,28,7
24-Jun-12,29,24,26.5,19
25-Jun-12,28,24,26,114
26-Jun-12,26,24,25,125
27-Jun-12,27,23,25,72
28-Jun-12,31,24,27.5,137
29-Jun-12,34,25.5,29.75,-
30-Jun-12,35,25,30,-
1-Jul-12,35,25,30,7
2-Jul-12,35,25,30,1
3-Jul-12,30,26,28,0
4-Jul-12,33,24,28.5,14
5-Jul-12,30.5,25,27.75,37
6-Jul-12,32,25,28.5,10
7-Jul-12,33,25,29,2
8-Jul-12,34,24,29,4
9-Jul-12,33,24,28.5,4
10-Jul-12,32,25,28.5,3
11-Jul-12,31,25,28,8
12-Jul-12,30,25,27.5,15
13-Jul-12,31,25,28,9
14-Jul-12,29,24,26.5,12
15-Jul-12,34,25,29.5,23
16-Jul-12,30,24,27,8
17-Jul-12,31,24,27.5,7
18-Jul-12,28,24,26,71
19-Jul-12,29,25,27,34
20-Jul-12,31,24,27.5,7
21-Jul-12,34,26,30,0
22-Jul-12,31,24.6,27.8,14
23-Jul-12,31.5,25,28.25,29
24-Jul-12,30,24,27,46
25-Jul-12,29,24,26.5,2
26-Jul-12,31,25,28,0
27-Jul-12,30,24,27,11
28-Jul-12,29,25,27,14
29-Jul-12,27,24,25.5,34
30-Jul-12,28,24,26,50
31-Jul-12,28,24,26,3
1-Aug-12,29,24,26.5,8
2-Aug-12,29,25,27,0
3-Aug-12,29,25,27,6
4-Aug-12,29,25,27,2
5-Aug-12,31.5,25,28.25,6
6-Aug-12,34,24,29,8
7-Aug-12,32,24.5,28.25,2
8-Aug-12,32,24,28,8
9-Aug-12,29,24,26.5,2
10-Aug-12,33,24,28.5,-
11-Aug-12,32,25,28.5,4
12-Aug-12,32,23,27.5,123
13-Aug-12,28,24,26,24
14-Aug-12,29,24,26.5,2
15-Aug-12,31,25,28,12
16-Aug-12,32,24,28,9
17-Aug-12,34,24,29,2
18-Aug-12,35,24,29.5,1
19-Aug-12,33.5,24.5,29,1
20-Aug-12,34,23,28.5,7
21-Aug-12,29,25,27,9
22-Aug-12,31,25,28,-
23-Aug-12,34,26,30,-
24-Aug-12,34,25,29.5,-
25-Aug-12,35,25,30,-
26-Aug-12,34,25,29.5,-
27-Aug-12,33,25,29,30
28-Aug-12,34,25,29.5,2
29-Aug-12,33,25,29,-
30-Aug-12,33,24,28.5,-
31-Aug-12,33.5,24.5,29,24
1-Sep-12,33.5,24.5,29,2
2-Sep-12,33.5,24.5,29,24
3-Sep-12,34,24,29,2
4-Sep-12,35,24,29.5,8
5-Sep-12,31,23,27,40
6-Sep-12,32,24,28,43
7-Sep-12,33,24,28.5,1
8-Sep-12,35,27,31,-
9-Sep-12,34,24,29,16
10-Sep-12,31,26,28.5,-
11-Sep-12,33,25,29,15
12-Sep-12,30,25,27.5,2
13-Sep-12,30,24,27,9
14-Sep-12,29.6,24.5,27.05,9
15-Sep-12,33,24.5,28.75,-
16-Sep-12,33,24,28.5,-
17-Sep-12,33.5,24.5,29,3
18-Sep-12,32,25,28.5,-
19-Sep-12,32,24.5,28.25,7
20-Sep-12,34,25,29.5,-
21-Sep-12,35,25,30,-
22-Sep-12,34,25,29.5,-
23-Sep-12,35,26,30.5,-
24-Sep-12,34,26,30,-
25-Sep-12,32,24,28,24
26-Sep-12,34,25,29.5,2
27-Sep-12,35,23,29,39
28-Sep-12,34,25,29.5,3
29-Sep-12,36,24,30,39
30-Sep-12,36,26,31,46
1-Oct-12,30,24,27,-
2-Oct-12,35,25,30,-
3-Oct-12,34,24,29,22
4-Oct-12,34,23.5,28.75,11
5-Oct-12,31,23,27,28
6-Oct-12,28,23,25.5,15
7-Oct-12,34,24,29,-
8-Oct-12,34,24.5,29.25,13
9-Oct-12,33,23.5,28.25,21
10-Oct-12,34,23,28.5,6
11-Oct-12,31,23,27,85
12-Oct-12,27,23,25,35
13-Oct-12,30,23,26.5,-
14-Oct-12,33,23,28,-
15-Oct-12,34,24,29,-
16-Oct-12,33,24,28.5,-
17-Oct-12,33,23.5,28.25,-
18-Oct-12,33.5,23.5,28.5,-
19-Oct-12,34,24.5,29.25,-
20-Oct-12,34,23.5,28.75,-
21-Oct-12,34.5,23.5,29,-
22-Oct-12,34,22,28,-
23-Oct-12,34,22,28,-
24-Oct-12,33.5,22.5,28,-
25-Oct-12,33,22,27.5,-
26-Oct-12,32.5,20,26.25,-
27-Oct-12,31,20,25.5,-
28-Oct-12,32,21,26.5,-
29-Oct-12,34,23,28.5,-
30-Oct-12,34,23.5,28.75,-
31-Oct-12,35,24,29.5,-
1-Nov-12,35.5,24,29.75,-
2-Nov-12,34,24,29,-
3-Nov-12,33,24,28.5,-
4-Nov-12,29.5,23,26.25,-
5-Nov-12,27,21,24,-
6-Nov-12,33,24,28.5,-
7-Nov-12,33,25,29,-
8-Nov-12,30,21,25.5,-
9-Nov-12,30,23,26.5,-
10-Nov-12,30,20,25,-
11-Nov-12,30,19,24.5,-
12-Nov-12,31,19,25,-
13-Nov-12,30,20,25,-
14-Nov-12,29,21,25,-
15-Nov-12,30,20,25,-
16-Nov-12,30,22,26,-
17-Nov-12,29,22,25.5,-
18-Nov-12,32,19,25.5,-
19-Nov-12,34,24.5,29.25,-
20-Nov-12,35,24,29.5,-
21-Nov-12,34.4,24,29.2,-
22-Nov-12,34,22,28,-
23-Nov-12,30,20,25,-
24-Nov-12,29,20,24.5,-
25-Nov-12,29,20,24.5,-
26-Nov-12,29,18,23.5,-
27-Nov-12,28,16,22,-
28-Nov-12,27,16,21.5,-
29-Nov-12,28,16,22,-
30-Nov-12,28.5,16,22.25,-
1-Dec-12,28.5,16,22.25,-
2-Dec-12,26,17,21.5,-
3-Dec-12,30,16,23,-
4-Dec-12,30,16.5,23.25,-
5-Dec-12,30,17,23.5,-
6-Dec-12,29.5,17.5,23.5,-
7-Dec-12,30,17,23.5,-
8-Dec-12,29.5,15,22.25,-
9-Dec-12,28,17,22.5,-
10-Dec-12,28,17,22.5,-
11-Dec-12,29.5,15,22.25,-
12-Dec-12,28,15,21.5,-
13-Dec-12,29,17,23,-
14-Dec-12,29,15,22,-
15-Dec-12,29,17,23,-
16-Dec-12,28,15,21.5,-
17-Dec-12,28,16,22,-
18-Dec-12,28,16,22,-
19-Dec-12,27,16,21.5,-
20-Dec-12,28,15,21.5,-
21-Dec-12,28,14,21,-
22-Dec-12,26,12,19,-
23-Dec-12,27,11,19,-
24-Dec-12,31,14,22.5,-
25-Dec-12,31,13,22,-
26-Dec-12,29,11.625,20.3125,-
27-Dec-12,27,10.25,18.625,-
28-Dec-12,27,10.5,18.75,-
29-Dec-12,26,10,18,-
30-Dec-12,25,10.5,17.75,-
31-Dec-12,27,13,20,-
